"","Label","X.1","X","Species","Treatment","Number","Sample","Recovered","NOTES","Airbrush_Date","Airbrush_volume","Airbrush_Initials","Aliquot_Date","Aliquot_Initials","Chl_box","Host_PTAC_box","Sym_PTAC_box","Sym_density_box","Ash_Bag","Skeleton_Dry_Date","Skeleton_Dry_Initials","Row.names","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"2589","OFAV_SP_2AZ21_P2",95,95,"OFAV","SP","7","2AZ21","P2","","3/4/22","20","WD","3/4/22","CE","4","1","2","3","D","4/12/22","TL",11,0.147,136.096,0,216,0,0,"C2","A"
"2590","OFAV_SP_2AZ21_P2",95,95,"OFAV","SP","7","2AZ21","P2","","3/4/22","20","WD","3/4/22","CE","4","1","2","3","D","4/12/22","TL",18,0.054,141.429,0,228,0,0,"C3","CA"
"2591","OFAV_SP_2AZ21_P2",95,95,"OFAV","SP","7","2AZ21","P2","","3/4/22","20","WD","3/4/22","CE","4","1","2","3","D","4/12/22","TL",7,0.0003762,135.405,71.972,180.299,-84.174,0.408,"C2","H"
"2592","OFAV_SP_2AZ21_P2",95,95,"OFAV","SP","7","2AZ21","P2","","3/4/22","20","WD","3/4/22","CE","4","1","2","3","D","4/12/22","TL",9,0.0003575,131.966,0.333,206.794,12.352,0.387,"C2","W"
"2593","OFAV_SP_2AZ21_P2",95,95,"OFAV","SP","7","2AZ21","P2","","3/4/22","20","WD","3/4/22","CE","4","1","2","3","D","4/12/22","TL",10,0.0002398,111,0.333,170,12.265,0.26,"C2","CW"
"2594","OFAV_SP_2AZ21_P2",95,95,"OFAV","SP","7","2AZ21","P2","","3/4/22","20","WD","3/4/22","CE","4","1","2","3","D","4/12/22","TL",6,0.063,132.129,0,215,0,0,"C1","CA"
"2595","OFAV_SP_2AZ21_P2",95,95,"OFAV","SP","7","2AZ21","P2","","3/4/22","20","WD","3/4/22","CE","4","1","2","3","D","4/12/22","TL",20,0.0001466,130.237,85.559,167.282,-95.013,0.158,"C4","CH"
"2596","OFAV_SP_2AZ21_P2",95,95,"OFAV","SP","7","2AZ21","P2","","3/4/22","20","WD","3/4/22","CE","4","1","2","3","D","4/12/22","TL",2,0.0002076,118.749,65.946,179.328,-83.66,0.225,"C1","CH"
"2597","OFAV_SP_2AZ3",96,96,"OFAV","SP","8","2AZ3","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2598","OFAV_SP_2AZ7_P1",97,97,"OFAV","SP","9","2AZ7","P1","","1/26/22","13","WD","1/26/22","WD","4","1","2","3","D","4/12/22","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2599","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",17,0.14,129.888,0,212,0,0,"C3","A"
"2600","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",15,0.0003832,120.213,0.182,172.315,7.267,0.415,"C3","W"
"2601","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",12,0.036,135.357,0,223,0,0,"C2","CA"
"2602","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",13,0.0003247,143.92,1.24,197.219,-71.707,0.352,"C3","H"
"2603","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",16,0.0001993,102.875,0.591,164.153,8.858,0.215,"C3","CW"
"2604","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",18,0.036,118.517,0,212,0,0,"C3","CA"
"2605","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",21,0.000396,178.263,0.28,228.877,-7.4,0.429,"C4","W"
"2606","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",26,0.0001645,104.609,2.287,164.498,-97.125,0.178,"C5","CH"
"2607","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",14,0.0001645,83.381,0.195,155.327,115.769,0.178,"C3","CH"
"2608","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",11,0.109,140.26,0,223,0,0,"C2","A"
"2609","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",1,0.0003112,131.75,0.333,201.82,-82.467,0.337,"C1","H"
"2610","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",9,0.000396,129.267,0.796,195.238,13.41,0.429,"C2","W"
"2611","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",23,0.097,155.937,0,235,0,0,"C4","A"
"2612","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",25,0.0003061,135.658,1.433,192.839,-74.884,0.332,"C5","H"
"2613","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",8,0.0002077,134.474,1.012,205.522,-71.342,0.225,"C2","CH"
"2614","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",22,0.000184,142.165,0.649,189.764,-7.454,0.199,"C4","CW"
"2615","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",2,0.0002196,129.048,3.752,208.736,-92.663,0.238,"C1","CH"
"2616","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",10,0.000223,137.773,1.57,202.519,9.894,0.241,"C2","CW"
"2617","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",5,0.145,137.573,0,232,0,0,"C1","A"
"2618","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",20,0.0001314,65.513,0,180.952,-85.544,0.142,"C4","CH"
"2619","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",19,0.0002968,156.294,1.033,220.169,-75.407,0.322,"C4","H"
"2620","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",24,0.032,150.258,0,235,0,0,"C4","CA"
"2621","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",27,0.0003714,130.47,0.308,216.658,-11.875,0.403,"C5","W"
"2622","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",6,0.069,137.391,0,232,0,0,"C1","CA"
"2623","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",3,0.0004146,137.718,0.012,225.03,4.939,0.449,"C1","W"
"2624","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",7,0.0003629,136.611,0.236,191.019,-65.056,0.393,"C2","H"
"2625","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",4,0.0002705,126.218,0.333,199.388,19.29,0.293,"C1","CW"
"2626","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",30,0.039,128.505,0,219,0,0,"C5","CA"
"2627","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",29,0.089,138.916,0,221,0,0,"C5","A"
"2628","OFAV_SP_2AZ7_P2",98,98,"OFAV","SP","9","2AZ7","P2","","2/23/22","55.5","DM TC","2/23/22","DM TC","4","1","2","3","D","4/12/22","TL",28,0.0002128,109.253,0.349,149.247,-6.897,0.23,"C5","CW"
"2629","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",3,0.0003336,128.414,96.667,148.354,-0.448,0.357,"C1","W"
"2630","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",28,0.0002002,128.717,0.246,155.123,15.124,0.214,"C5","CW"
"2631","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",29,0.067,126.2,0,168,0,0,"C5","A"
"2632","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",13,0.0002807,121.179,0.45,152.692,-80.013,0.301,"C3","H"
"2633","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",14,0.0001681,108.724,0.136,151.611,-100.146,0.18,"C3","CH"
"2634","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",11,0.083,121.477,0,160,0,0,"C2","A"
"2635","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",30,0.039,122.105,0,168,0,0,"C5","CA"
"2636","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",17,0.062,126.339,0,168,0,0,"C3","A"
"2637","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",18,0.028,120.524,0,168,0,0,"C3","CA"
"2638","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",15,0.0002539,117.451,0,158.502,0.785,0.272,"C3","W"
"2639","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",12,0.038,114.57,0,160,0,0,"C2","CA"
"2640","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",24,0.048,119.974,0,155,0,0,"C4","CA"
"2641","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",25,0.0003111,115.855,0.259,146.592,-79.695,0.333,"C5","H"
"2642","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",26,0.0002071,98.469,0.067,145.262,-97.722,0.222,"C5","CH"
"2643","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",16,0.000175,125.279,0.61,154.83,9.181,0.187,"C3","CW"
"2644","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",7,0.0003189,116.815,0.439,149.482,-85.625,0.342,"C2","H"
"2645","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",4,0.0002123,115.824,0.536,142.73,4.939,0.227,"C1","CW"
"2646","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",5,0.099,129.46,0,165,0,0,"C1","A"
"2647","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",23,0.107,124.618,0,155,0,0,"C4","A"
"2648","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",10,0.0002175,118.516,0.667,152.505,16.26,0.233,"C2","CW"
"2649","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",22,0.0001906,108.792,81.485,141.11,4.72,0.204,"C4","CW"
"2650","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",19,0.0003553,99.006,0,147.328,-85.795,0.381,"C4","H"
"2651","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",27,0.0002712,110.24,0.179,146.974,2.936,0.291,"C5","W"
"2652","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",8,0.0002218,95.015,0.068,140.928,-99.019,0.238,"C2","CH"
"2653","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",21,0.0003093,126.007,0.101,147.479,2.895,0.332,"C4","W"
"2654","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",6,0.039,126.567,0,165,0,0,"C1","CA"
"2655","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",1,0.0002998,130.121,1.814,146.28,-97.989,0.321,"C1","H"
"2656","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",20,0.0002045,111.334,0.491,143.893,-83.66,0.219,"C4","CH"
"2657","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",2,0.0001768,124.469,2.15,152.606,-98.489,0.189,"C1","CH"
"2658","OFAV_SP_2AZ7_P3",99,99,"OFAV","SP","9","2AZ7","P3","","3/2/22","21","DM TC","3/2/22","DM TC","4","1","2","3","D","4/12/22","TL",9,0.0002963,124.778,0.163,149.752,9.794,0.317,"C2","W"
"2659","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",9,0.0002923,106.887,79.739,118.576,9.13,0.315,"C2","W"
"2660","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",6,0.027,100.342,0,124,0,0,"C1","CA"
"2661","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",7,0.0002957,93.144,0,112.766,-96.506,0.319,"C2","H"
"2662","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",26,0.0002186,80.324,0,105,-93.155,0.236,"C5","CH"
"2663","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",14,0.0002537,84.639,1.412,113,-104.507,0.274,"C3","CH"
"2664","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",16,0.0001929,87.713,0.333,115.542,3.576,0.208,"C3","CW"
"2665","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",8,0.0001577,100.562,74.585,124.667,-92.816,0.17,"C2","CH"
"2666","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",17,0.097,102.704,0,127,0,0,"C3","A"
"2667","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",18,0.044,95.184,0,127,0,0,"C3","CA"
"2668","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",15,0.000294,101.923,0.667,120.667,0,0.317,"C3","W"
"2669","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",5,0.073,105.602,0,126,0,0,"C1","A"
"2670","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",23,0.098,97.883,0,120,0,0,"C4","A"
"2671","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",24,0.051,99.899,0,124,0,0,"C4","CA"
"2672","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",19,0.0003343,91.706,0.168,110.871,-94.421,0.36,"C4","H"
"2673","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",29,0.104,97.899,0,119,0,0,"C5","A"
"2674","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",13,0.0003712,101.072,0.741,121.037,-92.121,0.4,"C3","H"
"2675","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",30,0.045,90.901,0,118,0,0,"C5","CA"
"2676","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",27,0.0003009,93.474,4.34,114.21,17.295,0.324,"C5","W"
"2677","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",2,0.0001449,102.991,91.333,114.065,-93.066,0.156,"C1","CH"
"2678","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",21,0.00027,78.03,0,109.085,1.095,0.291,"C4","W"
"2679","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",11,0.061,105.08,0,129,0,0,"C2","A"
"2680","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",4,0.0001577,97.082,0.038,116.653,14.265,0.169,"C1","CW"
"2681","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",28,0.0002117,83.488,0.059,113.467,13.134,0.228,"C5","CW"
"2682","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",20,0.0002237,81.862,1.94e-11,107.328,-96.194,0.24,"C4","CH"
"2683","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",22,0.0002169,88.062,0.333,116.394,14.257,0.233,"C4","CW"
"2684","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",12,0.03,100.009,0,129,0,0,"C2","CA"
"2685","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",3,0.0002615,104.608,0.606,121.312,11.976,0.281,"C1","W"
"2686","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",1,0.0002555,87.054,0.414,117.939,-88.264,0.275,"C1","H"
"2687","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",25,0.0003103,88.353,0.333,111.632,-93.814,0.334,"C5","H"
"2688","OFAV_SP_2AZ7_P4",100,100,"OFAV","SP","9","2AZ7","P4","","3/2/22","12.5","CE","3/2/22","CE","4","1","2","3","D","4/12/22","TL",10,0.000174,91.159,0,117.602,11.143,0.187,"C2","CW"
"2689","OFAV_SP_2DW40",101,101,"OFAV","SP","10","2DW40","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2690","OFAV_SP_2DW44",102,102,"OFAV","SP","11","2DW44","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2691","OFAV_SP_2EV10",103,103,"OFAV","SP","12","2EV10","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2692","OFAV_SP_2EV24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0004169,202.741,123.6,236.667,-89.284,0.447,"C1","H"
"2693","OFAV_SP_2EV24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0002011,175.284,1.576,222.437,13.496,0.215,"C2","CW"
"2694","OFAV_SP_2EV24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.127,191.997,0,241,0,0,"C2","A"
"2695","OFAV_SP_2EV24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.055,182.792,0,238,0,0,"C2","CA"
"2696","OFAV_SP_2EV24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.0003623,196.405,134.784,233.667,-91.236,0.388,"C3","H"
"2697","OFAV_SP_2EV24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.0001829,186.522,0.509,244.421,-119.134,0.195,"C3","CH"
"2698","OFAV_SP_2EV24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.0003788,202.638,1.875,240.85,-22.681,0.406,"C3","W"
"2699","OFAV_SP_2EV24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.0001907,182.746,0.333,241.32,-3.136,0.204,"C3","CW"
"2700","OFAV_SP_2EV24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0.125,199.062,0,246,0,0,"C3","A"
"2701","OFAV_SP_2EV24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.044,199.418,0,246,0,0,"C3","CA"
"2702","OFAV_SP_2EV24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.0003684,179.105,0.352,233.635,-92.701,0.395,"C4","H"
